time,close,high,low,open,volume
1595467860,241.0000,241.4000,240.4000,241.4000,221350
1595467920,241.2000,241.2000,240.8000,241.0000,81150
1595467980,241.2000,241.2000,241.0000,241.0000,19200
1595468040,241.4000,241.4000,241.2000,241.2000,44200
1595468100,241.4000,241.4000,241.2000,241.4000,31600
1595468160,241.8000,241.8000,241.4000,241.4000,33550
1595468220,241.6000,242.0000,241.4000,242.0000,11900
1595468280,242.0000,242.0000,241.6000,241.6000,16500
1595468340,242.2000,242.2000,241.8000,242.0000,38600
1595468400,242.4000,242.4000,242.0000,242.2000,19950
1595468460,242.4000,242.4000,242.2000,242.4000,72900
1595468520,242.2000,242.2000,242.0000,242.2000,29650
1595468580,242.4000,242.4000,242.0000,242.2000,33850
1595468640,242.4000,242.4000,242.2000,242.4000,19300
1595468700,242.2000,242.6000,242.2000,242.4000,25500
1595468760,242.6000,242.6000,242.4000,242.4000,18350
1595468820,243.0000,243.0000,242.4000,242.6000,37150
1595468880,243.4000,243.4000,242.8000,243.0000,17000
1595468940,243.2000,243.4000,243.2000,243.4000,1250
1595469000,243.6000,243.6000,243.2000,243.4000,11100
1595469060,243.4000,243.4000,243.0000,243.4000,9950
1595469120,243.2000,243.4000,243.0000,243.4000,10700
1595469180,243.2000,243.4000,243.2000,243.2000,11500
1595469240,243.4000,243.4000,243.2000,243.2000,14100
1595469300,243.6000,243.6000,243.2000,243.4000,23150
1595469360,243.6000,243.6000,243.2000,243.6000,42050
1595469420,243.6000,243.6000,243.4000,243.4000,1750
1595469480,243.4000,243.6000,243.4000,243.6000,18400
1595469540,243.6000,243.8000,243.6000,243.6000,21200
1595469600,243.6000,243.8000,243.6000,243.8000,40550
1595469660,243.4000,243.8000,243.2000,243.6000,19200
1595469720,243.0000,243.8000,242.8000,243.4000,23600
1595469780,243.0000,243.0000,242.8000,243.0000,26750
1595469840,242.8000,243.0000,242.8000,243.0000,15350
1595469900,243.0000,243.0000,242.8000,242.8000,6850
1595469960,242.8000,243.0000,242.8000,243.0000,5800
1595470020,242.6000,243.0000,242.6000,243.0000,4500
1595470080,242.6000,242.8000,242.6000,242.8000,8250
1595470140,242.2000,242.8000,242.0000,242.6000,22150
1595470200,242.0000,242.2000,242.0000,242.0000,29700
1595470260,242.4000,242.4000,242.0000,242.0000,15350
1595470320,242.6000,242.6000,242.2000,242.4000,15750
1595470380,242.0000,242.4000,242.0000,242.4000,3400
1595470440,241.8000,242.2000,241.8000,242.0000,7350
1595470500,242.0000,242.0000,241.6000,241.8000,15750
1595470560,242.0000,242.2000,241.8000,241.8000,9850
1595470620,241.6000,242.0000,241.4000,242.0000,3900
1595470680,241.6000,241.6000,241.4000,241.4000,12750
1595470740,241.6000,241.6000,241.4000,241.4000,3000
1595470800,241.0000,241.6000,241.0000,241.4000,8900
1595470860,241.0000,241.2000,241.0000,241.0000,5950
1595470920,240.8000,241.2000,240.8000,241.2000,23050
1595470980,240.4000,241.0000,240.4000,241.0000,21600
1595471040,240.2000,240.6000,240.2000,240.4000,18550
1595471100,240.4000,240.6000,240.2000,240.4000,15800
1595471160,239.4000,240.4000,239.0000,240.4000,102900
1595471220,239.8000,239.8000,239.4000,239.6000,10450
1595471280,239.8000,240.0000,239.4000,239.6000,26500
1595471340,240.0000,240.2000,239.6000,239.6000,24350
1595471400,240.2000,240.2000,239.0000,240.0000,26350
1595471460,239.8000,240.4000,239.6000,240.4000,1800
1595471520,240.8000,240.8000,239.8000,239.8000,4350
1595471580,240.0000,240.8000,240.0000,240.8000,19150
1595471640,239.8000,240.0000,239.6000,240.0000,5750
1595471700,240.0000,240.0000,239.8000,240.0000,7100
1595471760,239.2000,240.0000,239.2000,240.0000,22600
1595471820,239.4000,239.4000,239.0000,239.4000,65300
1595471880,239.2000,239.4000,239.0000,239.4000,1700
1595471940,239.0000,239.2000,239.0000,239.2000,17200
1595472000,239.0000,239.2000,239.0000,239.0000,13500
