time,close,high,low,open,volume
1595554260,235.4000,235.4000,235.0000,235.0000,206314
1595554320,236.4000,236.4000,235.4000,235.6000,89200
1595554380,236.0000,236.2000,235.8000,236.2000,45150
1595554440,236.0000,236.0000,235.8000,236.0000,14550
1595554500,236.2000,236.4000,235.8000,236.0000,65050
1595554560,236.4000,236.4000,236.2000,236.4000,40100
1595554620,236.6000,236.6000,236.2000,236.6000,15550
1595554680,236.2000,236.6000,236.2000,236.6000,42950
1595554740,236.4000,236.4000,236.2000,236.2000,11850
1595554800,236.2000,236.4000,236.2000,236.4000,32950
1595554860,236.0000,236.2000,235.8000,236.0000,88150
1595554920,236.0000,236.0000,235.8000,235.8000,50850
1595554980,236.2000,236.4000,236.0000,236.0000,22900
1595555040,236.4000,236.4000,236.2000,236.2000,16900
1595555100,236.0000,236.6000,236.0000,236.6000,40300
1595555160,235.8000,236.2000,235.6000,236.0000,63550
1595555220,235.8000,235.8000,235.6000,235.8000,27150
1595555280,235.6000,235.8000,235.6000,235.6000,8000
1595555340,235.6000,235.8000,235.6000,235.8000,17200
1595555400,235.4000,235.8000,235.4000,235.6000,20050
1595555460,235.6000,235.8000,235.4000,235.4000,28600
1595555520,235.6000,235.6000,235.4000,235.4000,9650
1595555580,235.8000,235.8000,235.4000,235.6000,31700
1595555640,235.8000,235.8000,235.6000,235.8000,17500
1595555700,236.0000,236.2000,235.6000,235.8000,39600
1595555760,236.2000,236.2000,236.0000,236.0000,8600
1595555820,236.4000,236.4000,236.0000,236.2000,20000
1595555880,236.4000,236.4000,236.2000,236.4000,3300
1595555940,236.4000,236.4000,236.2000,236.4000,10300
1595556000,236.0000,236.2000,236.0000,236.2000,11650
1595556060,236.0000,236.2000,236.0000,236.0000,8650
1595556120,236.2000,236.2000,236.0000,236.2000,9050
1595556180,236.2000,236.2000,236.0000,236.2000,6750
1595556240,236.2000,236.2000,236.0000,236.2000,1150
1595556300,236.0000,236.2000,236.0000,236.0000,4900
1595556360,236.2000,236.2000,236.0000,236.0000,33600
1595556420,236.2000,236.2000,236.0000,236.2000,16200
1595556480,236.4000,236.4000,236.2000,236.4000,6150
1595556540,236.4000,236.4000,236.2000,236.4000,22650
1595556600,236.4000,236.4000,236.4000,236.4000,6750
1595556660,236.2000,236.2000,236.0000,236.2000,20050
1595556720,236.4000,236.4000,236.2000,236.2000,7200
1595556780,236.4000,236.4000,236.2000,236.4000,2300
1595556840,236.4000,236.6000,236.2000,236.4000,34500
1595556900,236.6000,236.6000,236.4000,236.4000,1800
1595556960,236.8000,236.8000,236.4000,236.6000,28000
1595557020,237.0000,237.0000,236.8000,236.8000,10550
1595557080,237.0000,237.0000,236.8000,237.0000,6200
