time,close,high,low,open,volume
1594690260,25463.8594,25663.1602,25457.2500,25663.1602,926059313
1594690320,25468.3105,25469.3496,25449.3398,25460.0898,207776609
1594690380,25485.8105,25543.1992,25466.4492,25466.4492,147827766
1594690440,25513.2598,25513.2598,25452.5801,25481.4805,116015406
1594690500,25540.6094,25544.9492,25512.0098,25512.0098,118137758
1594690560,25540.3203,25545.0703,25527.4102,25538.3906,112195336
1594690620,25556.7793,25562.9004,25534.5098,25538.0996,105792898
1594690680,25594.3105,25599.3105,25547.3496,25553.1504,152276688
1594690740,25605.8809,25609.5605,25589.9395,25592.9707,96638766
1594690800,25610.5703,25617.3594,25586.2598,25601.8496,96276148
1594690860,25603.6797,25622.5000,25601.8105,25607.1699,100259680
1594690920,25612.3906,25612.3906,25585.8691,25603.5996,197736922
1594690980,25635.7305,25647.5605,25614.3008,25614.9004,95800766
1594691040,25622.2598,25643.9395,25613.6992,25636.6504,93326969
1594691100,25617.8809,25633.2695,25610.6895,25624.2207,87494172
1594691160,25606.0605,25625.9609,25606.0605,25621.5391,78408375
1594691220,25594.4805,25614.3809,25585.1094,25606.0605,97395156
1594691280,25560.7500,25599.7109,25557.9707,25589.6191,85258594
1594691340,25562.1699,25563.4707,25539.1602,25558.8496,96737000
1594691400,25585.5195,25596.7598,25564.0898,25565.0098,90023859
1594691460,25608.9805,25612.6094,25585.9492,25585.9492,73741563
1594691520,25583.8105,25608.9609,25580.6094,25608.9609,75055586
1594691580,25567.5098,25587.0898,25564.9805,25587.0898,76294688
1594691640,25561.6094,25566.9707,25554.3594,25566.9707,84477023
1594691700,25553.9805,25565.5605,25553.6699,25563.2598,59103719
1594691760,25582.9609,25583.4004,25551.9199,25553.5000,79520508
1594691820,25600.3594,25601.3105,25582.0000,25584.3809,76113633
1594691880,25617.0801,25622.8105,25597.4199,25597.4199,111693680
1594691940,25602.1797,25627.4102,25601.2402,25619.1602,94833047
1594692000,25611.1602,25621.3203,25601.7500,25607.5605,50414301
1594692060,25597.7402,25612.5703,25589.7207,25612.5703,74622883
1594692120,25580.8594,25598.8008,25580.8594,25598.8008,117513133
1594692180,25599.1895,25601.5098,25569.9707,25583.4707,72935883
1594692240,25603.4902,25607.6406,25596.1094,25596.1094,78437336
1594692300,25584.2500,25606.7695,25584.2500,25604.8496,95899289
1594692360,25574.5703,25584.2500,25563.9395,25584.2500,70228258
1594692420,25565.8809,25576.5898,25555.2695,25575.9004,62026035
1594692480,25552.2500,25564.8906,25547.4102,25564.8906,73210188
1594692540,25552.6895,25552.6895,25534.1094,25549.6895,92339430
1594692600,25525.8203,25551.2305,25525.8203,25547.3301,101934070
1594692660,25513.7109,25525.8203,25507.4609,25525.8203,64654789
1594692720,25509.5703,25522.5801,25505.0703,25513.9609,132174953
1594692780,25496.6895,25510.1309,25491.9004,25509.2598,78349547
1594692840,25488.9199,25498.8008,25488.0098,25494.6191,81923094
1594692900,25466.9297,25489.4902,25466.9297,25489.4902,87221641
1594692960,25440.4004,25469.3496,25440.4004,25469.3496,99241914
1594693020,25455.5000,25460.4297,25440.0293,25441.3496,100336078
1594693080,25448.0000,25458.2891,25447.0996,25458.2891,67061875
1594693140,25463.5000,25463.5000,25448.7695,25453.2305,73960914
1594693200,25455.2598,25463.8809,25449.8691,25462.3398,53802930
1594693260,25441.8301,25460.8691,25439.6406,25454.5605,67375383
1594693320,25452.6309,25455.7305,25432.6992,25443.1094,57566566
1594693380,25446.6992,25456.0605,25446.6992,25453.7305,48394422
1594693440,25451.2305,25453.8496,25443.6191,25453.6602,73681461
1594693500,25445.8906,25464.6895,25445.0508,25448.5605,51678824
1594693560,25461.1797,25463.7402,25443.5605,25443.5605,62216824
1594693620,25430.0293,25464.9102,25426.6602,25461.1797,65184914
1594693680,25421.0000,25433.4805,25413.4609,25433.4805,58364270
1594693740,25409.4297,25421.7109,25403.4004,25419.0703,59993465
1594693800,25373.1406,25409.4297,25373.1406,25409.4297,82428367
1594693860,25310.1699,25375.1895,25308.4102,25373.1406,129299547
1594693920,25314.9707,25321.7207,25297.7695,25302.0391,116642328
1594693980,25303.2402,25317.4199,25297.4297,25314.4492,80585383
1594694040,25296.4004,25310.9805,25296.4004,25304.6406,66956672
1594694100,25281.4102,25299.9199,25279.0391,25299.9199,91038023
1594694160,25264.1895,25282.8105,25261.3301,25278.8008,98392984
1594694220,25277.6191,25282.1992,25256.1309,25263.5605,78837133
1594694280,25259.9707,25278.8691,25254.3203,25273.3906,73344578
1594694340,25268.4902,25273.2402,25260.5508,25260.5508,86145750
1594694400,25297.6504,25297.6504,25269.8496,25274.0000,89519039
1594694460,25328.0000,25335.8809,25302.5000,25302.5000,84582070
1594694520,25338.9395,25340.9492,25322.0898,25325.9297,45543828
1594694580,25343.3301,25348.9707,25336.9805,25336.9805,70402305
1594694640,25342.3008,25357.9102,25339.4609,25347.3691,38128563
