time,close,high,low,open,volume
1595554260,25059.0703,25065.1699,25018.6094,25040.7598,807384375
1595554320,25064.8105,25079.4004,25054.7305,25063.1797,108771070
1595554380,25058.4297,25080.6406,25054.7109,25065.9395,74294086
1595554440,25077.6309,25077.6309,25055.1602,25055.1602,71676266
1595554500,25078.9707,25092.9199,25064.6699,25076.6895,57736219
1595554560,25090.6406,25090.6406,25075.0898,25081.6094,80931820
1595554620,25071.3008,25101.0996,25071.3008,25090.6406,53018840
1595554680,25051.2402,25088.0195,25051.2402,25073.2109,70372547
1595554740,25034.5605,25055.7500,25034.5605,25051.5703,54806012
1595554800,25041.5898,25056.5898,25037.9004,25040.3008,52214496
1595554860,25042.8398,25044.6504,25021.9902,25040.4609,56745809
1595554920,25042.1406,25051.6094,25032.0898,25039.9609,55409129
1595554980,25048.5898,25053.4609,25030.4395,25040.9805,47443414
1595555040,25044.1191,25050.3398,25035.7695,25048.1309,44890984
1595555100,25011.0000,25043.4004,25000.0898,25043.4004,67232164
1595555160,24944.5293,25009.4707,24944.3691,25009.4707,67508695
1595555220,24943.8398,24943.8398,24925.4492,24940.3594,84804086
1595555280,24952.6504,24956.9102,24928.2793,24928.7402,58391027
1595555340,24942.2402,24958.7109,24933.2695,24953.4297,42897434
1595555400,24950.6699,24952.5703,24938.4805,24943.3594,41357805
1595555460,24964.3398,24965.9902,24933.4199,24952.3594,38270277
1595555520,24953.5000,24964.3398,24945.7891,24964.3398,43341379
1595555580,24970.1094,24973.2207,24949.2109,24956.3105,49608180
1595555640,24978.9609,24981.6504,24960.5508,24969.2109,49328969
1595555700,24994.9805,24996.5293,24969.7402,24974.8105,42450871
1595555760,24990.2402,24998.4707,24985.2891,24998.4707,31981473
1595555820,25029.3691,25029.3691,24978.3301,24987.1504,46288715
1595555880,25047.7207,25047.7207,25025.4102,25028.1094,41047219
1595555940,25079.2793,25080.8008,25046.0293,25046.4609,39434855
1595556000,25078.6602,25085.1094,25073.5898,25079.3398,36152746
1595556060,25063.6094,25082.5605,25058.5801,25082.5605,46898840
1595556120,25044.0391,25063.4102,25039.4102,25063.4102,35651996
1595556180,25054.5801,25056.5508,25041.2305,25046.2695,37936438
1595556240,25038.8301,25053.4492,25032.1094,25053.4492,45723188
1595556300,25025.6992,25041.4492,25016.3906,25041.4492,54576020
1595556360,25018.8906,25029.2695,25009.7402,25024.7793,51272398
1595556420,25039.0898,25039.0898,25013.3398,25022.1797,34012352
1595556480,25056.2500,25056.2500,25037.7695,25041.9805,37608539
1595556540,25059.6504,25064.1191,25053.6797,25057.2305,33725973
1595556600,25069.2207,25069.2207,25059.3496,25064.4199,31262414
1595556660,25044.8691,25069.7695,25040.8496,25069.7695,62357602
1595556720,25043.7695,25049.3691,25038.9609,25047.6602,46731070
1595556780,25046.2500,25050.3594,25039.9492,25043.6094,31634010
1595556840,25047.9297,25048.5996,25035.7500,25046.2500,32858719
1595556900,25044.7891,25051.2305,25032.4395,25047.8008,35166715
1595556960,25054.7793,25055.5996,25047.2305,25047.2305,28219125
1595557020,25059.7695,25065.7500,25055.1191,25060.5996,47692965
1595557080,25076.8594,25076.8594,25058.1504,25062.5801,62031051
1595557140,25074.3398,25077.1602,25066.8398,25074.2207,44482340
1595557200,25062.1797,25081.8691,25058.0801,25073.4395,35913617
1595557260,25047.4102,25060.8809,25043.9492,25060.7695,26508947
1595557320,25046.7793,25051.9102,25035.8594,25049.7793,28767988
1595557380,25040.0098,25048.4297,25038.6191,25042.4902,27642400
1595557440,25033.1191,25043.3203,25029.6094,25042.9492,29103006
1595557500,25016.9297,25034.1797,25016.2402,25034.1797,30462678
1595557560,25006.1602,25016.8906,24998.5000,25016.8906,37407008
1595557620,25009.8301,25009.8301,24996.6602,25005.2598,38700852
1595557680,24997.0508,25009.2109,24994.2305,25009.2109,38478074
1595557740,24993.5098,24997.2402,24986.5000,24997.0508,45293605
1595557800,25002.6406,25002.6406,24989.8496,24994.3105,32218211
1595557860,24974.7695,25000.1191,24974.7695,24999.9492,44654691
