time,close,high,low,open,volume
1595208660,25111.9707,25141.2891,25019.5996,25019.5996,313578719
1595208720,25160.8105,25170.1504,25114.8809,25114.8809,110545930
1595208780,25133.0391,25159.9609,25121.6797,25159.9609,94826016
1595208840,25091.9199,25124.9395,25088.7598,25123.4609,68895563
1595208900,25092.5605,25097.6504,25083.1992,25088.2598,77817563
1595208960,25099.9102,25126.4004,25089.1309,25093.5703,77725008
1595209020,25071.8906,25099.4609,25071.8906,25099.4609,62342082
1595209080,25072.4199,25076.6602,25061.6895,25067.7207,62526277
1595209140,25039.0391,25076.8906,25039.0391,25070.3496,74528969
1595209200,25045.3398,25045.8301,25030.6094,25037.6992,65017160
1595209260,25017.6895,25046.6094,25017.6895,25045.3301,71376500
1595209320,24999.8203,25027.4297,24999.7500,25018.4609,68037266
1595209380,24981.3398,25006.5605,24980.6406,24996.1992,77011148
1595209440,24968.2207,24985.0098,24961.6309,24985.0098,71222555
1595209500,24987.6699,24988.3809,24965.9199,24965.9199,72472758
1595209560,24960.1406,24991.6191,24956.9492,24991.6191,59365625
1595209620,24901.0391,24961.6895,24899.5195,24961.6895,84403188
1595209680,24900.6094,24908.3105,24895.1191,24897.8105,67412141
1595209740,24845.6895,24904.0898,24845.6895,24904.0898,67243469
1595209800,24824.7109,24852.6699,24824.7109,24846.1699,65459230
1595209860,24784.8105,24823.2891,24780.8301,24823.2891,87195883
1595209920,24775.7891,24789.6406,24766.1699,24784.8105,71905023
1595209980,24795.6309,24813.4395,24779.9395,24779.9395,59044543
1595210040,24818.1309,24829.2402,24800.4492,24805.6094,67169328
1595210100,24850.1895,24851.3105,24819.9902,24819.9902,48688801
1595210160,24838.9297,24851.9609,24826.7402,24851.9609,65733953
1595210220,24825.9004,24840.0898,24821.9004,24833.6504,45076016
1595210280,24817.8203,24834.9102,24810.2793,24821.3906,41535641
1595210340,24838.6094,24840.7305,24812.7402,24817.2891,40746035
1595210400,24819.3105,24845.3496,24817.8203,24835.3691,37594012
1595210460,24824.0508,24828.6797,24803.0703,24822.1602,50275328
1595210520,24834.5293,24834.5293,24815.4707,24823.6191,58686578
1595210580,24873.4609,24874.8594,24835.3691,24835.6406,48678945
1595210640,24867.4707,24874.4902,24853.5293,24873.4609,55397988
1595210700,24864.7500,24871.0801,24859.6504,24865.0098,38881469
1595210760,24848.2207,24867.4902,24844.1094,24864.7500,36707453
1595210820,24871.0996,24871.0996,24845.9395,24848.6699,44552930
1595210880,24878.6699,24890.5000,24870.6094,24873.2402,64032629
1595210940,24885.9199,24887.6191,24878.0703,24878.2402,35774652
1595211000,24899.1191,24901.7695,24885.3809,24885.3809,61210691
1595211060,24909.9199,24917.7402,24897.5000,24900.5000,44246023
1595211120,24910.7305,24929.1699,24907.9102,24909.9199,43811121
1595211180,24919.5391,24928.0898,24909.9199,24909.9199,35791480
1595211240,24923.6699,24927.7305,24911.8809,24919.5391,33465078
1595211300,24917.0508,24927.4395,24901.8008,24923.6699,38416273
1595211360,24913.4297,24923.0293,24907.8105,24917.0508,34671055
1595211420,24931.3691,24939.8594,24908.8594,24913.3301,33499273
1595211480,24939.8203,24944.3203,24931.7500,24931.7500,48150426
1595211540,24947.8301,24953.0195,24939.8203,24939.8203,55389262
1595211600,24959.2598,24959.2598,24947.9297,24947.9297,51864910
1595211660,24965.4102,24968.8496,24952.1094,24956.7891,39241055
1595211720,24981.6309,24990.0000,24965.8398,24966.6895,49038992
1595211780,24976.1699,24992.4707,24970.8691,24984.3496,55627746
1595211840,24977.3105,24990.9492,24971.3398,24973.7500,43916410
1595211900,24964.3008,24979.3594,24961.2109,24974.4004,39803609
1595211960,24953.1406,24971.0898,24952.5098,24963.5703,41046672
1595212020,24967.1309,24967.1309,24952.3691,24953.1406,30001629
1595212080,24984.9395,24986.9395,24964.4707,24969.6895,43486418
1595212140,24993.1309,24999.4102,24985.2109,24992.0996,65917164
1595212200,24973.9102,24997.9297,24966.5391,24994.6797,40364340
1595212260,24954.5996,24977.0996,24945.8105,24971.6797,42382801
1595212320,24934.5801,24953.1895,24934.3809,24948.4004,31754873
1595212380,24961.6602,24961.6602,24934.3496,24934.3496,37916777
1595212440,24945.8691,24963.2109,24941.0996,24962.0898,36507742
1595212500,24938.6406,24946.7695,24936.8203,24943.4102,30686305
1595212560,24949.9297,24954.8594,24937.9492,24938.6406,30539984
1595212620,24956.1992,24965.1895,24950.1992,24952.5508,28810285
1595212680,24945.2207,24957.8594,24945.2207,24953.0801,39024602
1595212740,24969.1797,24969.1797,24944.0703,24945.2207,36398730
1595212800,24979.1309,24979.1309,24969.2305,24971.7695,42194129
1595212860,24991.2402,24993.5293,24978.9609,24979.1309,52024141
1595212920,25000.8398,25010.6699,24990.6504,24990.9102,46946727
1595212980,25009.4297,25009.4297,24997.3594,24998.8594,54403469
1595213040,25016.6699,25020.0098,25009.0098,25010.8906,47118953
1595213100,25028.4902,25029.3496,25015.9102,25016.7695,39382809
1595213160,25044.1406,25047.1191,25024.6191,25029.2402,44682078
1595213220,25045.8398,25049.7891,25037.7500,25045.3008,46109586
1595213280,25032.6895,25053.5508,25032.6895,25048.5801,53749922
1595213340,25026.6992,25034.3691,25022.2891,25032.6895,27632131
1595213400,25040.5195,25040.5195,25023.6406,25026.4297,31761979
1595213460,25052.5391,25052.5391,25039.2109,25040.5195,51342859
1595213520,25060.3496,25061.1504,25051.8906,25054.5098,31415020
1595213580,25062.1895,25074.8594,25061.4805,25061.4805,37165031
1595213640,25072.9395,25073.6191,25060.9297,25060.9297,51522172
1595213700,25059.3496,25074.8008,25055.9102,25069.9102,40863645
1595213760,25073.9609,25076.4004,25059.5801,25059.5801,32856859
1595213820,25060.7598,25079.1602,25056.6309,25073.9609,36343133
1595213880,25072.4297,25083.0605,25062.4707,25065.2500,34263633
1595213940,25089.1797,25097.4609,25060.4805,25061.9609,40080012
1595214000,25089.4004,25095.7402,25084.1895,25089.1797,41412891
1595214060,25090.7109,25107.3594,25085.4492,25089.9492,55483066
1595214120,25081.4297,25090.7109,25078.8691,25090.7109,42209855
1595214180,25073.0801,25086.9395,25073.0801,25086.9395,41610492
1595214240,25062.7695,25074.9297,25058.9395,25074.9297,42283688
1595214300,25058.6602,25061.5000,25049.4004,25061.3105,31810127
1595214360,25055.5801,25061.7695,25054.2305,25059.3301,27689920
1595214420,25071.2207,25075.3906,25054.0000,25054.0000,38752043
1595214480,25083.5801,25085.2109,25070.7109,25071.0605,34468066
1595214540,25071.8301,25084.2500,25071.8301,25083.2500,36975230
1595214600,25072.9805,25082.6992,25072.9805,25073.1406,29734104
1595214660,25060.6797,25081.4492,25060.6797,25071.4492,30301895
1595214720,25057.3594,25064.7207,25057.3594,25062.9199,35407027
1595214780,25064.9004,25068.0898,25050.5098,25054.9609,40494492
1595214840,25083.4395,25083.6895,25072.1406,25075.3496,45624184
1595214900,25078.3203,25088.3105,25077.1797,25080.3594,36349250
1595214960,25095.9707,25102.4902,25078.1309,25078.1309,41840523
1595215020,25102.2500,25111.3203,25100.0293,25100.0293,42726461
1595215080,25123.6406,25123.6406,25102.7109,25102.9004,60537215
1595215140,25118.4609,25128.8105,25118.4102,25126.8594,57605641
1595215200,25105.9297,25125.5508,25101.8301,25125.5508,42035992
1595215260,25070.7793,25105.6602,25069.6602,25105.6602,52742070
1595215320,25081.0996,25084.6699,25071.8398,25071.8398,42080898
1595215380,25072.4492,25081.7500,25072.4492,25080.4297,46127375
1595215440,25075.3398,25081.5801,25074.7207,25074.7207,20669748
1595215500,25080.0000,25091.4395,25075.5703,25077.9902,31160650
1595215560,25092.8203,25094.6504,25079.7695,25079.7695,32188592
1595215620,25095.1309,25098.0391,25087.4395,25090.4609,31325160
1595215680,25102.3496,25104.1094,25086.8594,25095.8398,23169088
1595215740,25105.6406,25106.4199,25098.6406,25098.7207,28430846
1595215800,25109.9199,25115.8301,25107.9805,25109.3691,31994459
1595215860,25103.5391,25113.0391,25097.8496,25113.0391,39166367
1595215920,25103.8691,25106.7305,25094.1797,25103.5391,36287344
1595215980,25101.0293,25101.9805,25092.7500,25101.9805,32225303
1595216040,25103.0508,25105.4102,25099.0391,25101.5898,47707480
1595216100,25108.6504,25109.1797,25100.1797,25103.0508,50296375
1595216160,25104.7598,25113.7207,25104.7598,25106.0293,53333938
1595216220,25123.4102,25125.5508,25101.5801,25102.0293,47851578
1595216280,25124.0801,25132.3906,25119.1191,25122.9102,30627672
1595216340,25133.2500,25133.2500,25123.3594,25124.3105,30728973
1595216400,25141.2402,25142.6602,25131.5996,25133.7500,59522426
1595216460,25122.1895,25138.7598,25122.1895,25137.0703,44288766
1595216520,25137.2402,25137.2402,25121.0098,25122.1895,67960398
1595216580,25153.5605,25153.5605,25133.4707,25134.1309,54188891
1595216640,25191.0391,25191.0391,25157.2109,25157.2109,92581672
1595216700,25203.4102,25207.7500,25190.9004,25194.1602,74547836
1595216760,25202.7793,25204.1797,25191.9199,25203.4102,51318930
1595216820,25203.1094,25204.7695,25199.5293,25199.5293,25479809
1595216880,25200.3906,25210.8105,25200.3906,25203.4492,30388395
1595216940,25200.6699,25204.7305,25192.6992,25200.9102,39757727
1595217000,25205.0703,25205.0703,25195.0000,25196.8203,22694307
1595217060,25219.9395,25219.9395,25205.6895,25208.1895,25661977
1595217120,25209.0801,25222.1094,25202.5605,25218.8105,32953020
1595217180,25177.4902,25208.1309,25177.4902,25208.1309,39112973
1595217240,25162.8906,25177.0195,25162.8906,25172.6191,40550203
1595217300,25179.1191,25179.1191,25162.7695,25162.7695,29655809
1595217360,25182.4395,25182.4395,25176.9805,25178.8594,24361775
1595217420,25184.9395,25185.8809,25178.5996,25181.5508,26120383
1595217480,25184.5801,25190.7402,25181.3301,25184.9609,31105912
1595217540,25183.7109,25192.9492,25179.7793,25183.1191,33771352
1595217600,25177.6309,25187.8809,25177.4199,25184.1602,26150271
1595221260,25142.5098,25186.7109,25142.5098,25177.6309,162230703
1595221320,25123.0898,25144.2207,25103.6191,25142.3496,74517219
1595221380,25114.1699,25127.0996,25113.0391,25127.0996,46390508
1595221440,25100.9297,25115.5293,25098.5703,25114.5391,25576654
1595221500,25137.5508,25137.5508,25102.2695,25102.2695,51682109
1595221560,25105.0996,25137.5508,25101.6309,25137.5508,30400857
1595221620,25109.4707,25111.8594,25103.5703,25106.0391,43521387
1595221680,25097.1699,25105.5000,25090.7891,25105.5000,25789037
1595221740,25101.3496,25106.0703,25090.1992,25090.1992,29319252
1595221800,25085.4707,25104.0801,25082.9199,25104.0801,35129059
1595221860,25092.1895,25092.1895,25082.6094,25088.1309,32106229
1595221920,25082.5508,25096.3398,25082.1797,25089.6094,28737711
1595221980,25087.6797,25095.9805,25082.6602,25082.6602,20436852
1595222040,25079.8105,25090.8809,25079.5801,25089.3105,27614939
1595222100,25087.3594,25087.3906,25076.6309,25076.9492,25231949
1595222160,25097.7598,25103.6992,25085.4199,25087.0508,34941953
