time,close,high,low,open,volume
1595295060,25398.8906,25427.9297,25378.3809,25427.0605,757726313
1595295120,25436.9297,25436.9297,25385.3301,25390.4004,166806875
1595295180,25412.2793,25437.5996,25407.9297,25437.5996,128273906
1595295240,25461.0098,25463.2109,25411.7695,25412.9609,89178867
1595295300,25508.1504,25512.5098,25462.4395,25462.4395,93210656
1595295360,25496.8496,25518.3906,25496.8496,25507.1309,123439742
1595295420,25491.2891,25509.9395,25485.4102,25493.8809,99241695
1595295480,25442.7500,25493.9297,25442.7500,25491.2891,97405016
1595295540,25407.6504,25439.0898,25405.3691,25439.0898,83207664
1595295600,25415.7793,25425.8105,25407.6406,25407.6406,77264797
1595295660,25431.0000,25433.6191,25407.7695,25416.0098,81141484
1595295720,25436.1797,25438.9902,25424.0703,25432.1895,77987195
1595295780,25451.2207,25452.0703,25437.3008,25438.1699,64429066
1595295840,25412.9805,25446.6309,25412.9805,25446.6309,81416750
1595295900,25400.4805,25417.9102,25398.8301,25413.7500,62075398
1595295960,25420.2305,25420.2305,25400.4805,25400.4805,68879172
1595296020,25433.8906,25433.8906,25419.0098,25419.8906,59027746
1595296080,25464.0508,25464.0508,25430.1094,25430.1094,71113602
1595296140,25464.5703,25478.4297,25460.2598,25464.6602,60293465
1595296200,25465.0098,25479.2109,25465.0098,25474.5898,84898156
1595296260,25473.5801,25477.2598,25458.6699,25469.9102,95510984
1595296320,25462.2305,25473.9004,25457.5996,25470.9902,64756262
1595296380,25453.1797,25462.1699,25451.0508,25462.1699,71196742
1595296440,25442.8691,25455.7793,25442.8691,25454.3906,55922340
1595296500,25439.3008,25444.7891,25428.3906,25441.5000,60478246
1595296560,25453.1504,25455.5898,25430.2305,25438.8398,54802227
1595296620,25439.4297,25452.9492,25438.1504,25452.9492,56433355
1595296680,25441.6094,25448.9805,25435.8105,25440.1504,56565590
1595296740,25448.1895,25450.9492,25441.2109,25444.6094,64583211
1595296800,25458.6406,25462.6094,25447.5703,25452.1406,63044730
1595296860,25438.4004,25459.4199,25438.4004,25457.5195,50128172
1595296920,25444.9297,25459.8105,25438.0195,25438.7695,56407344
1595296980,25436.9609,25445.7793,25433.4395,25443.1992,44802551
1595297040,25431.6895,25439.2109,25427.6895,25437.0195,64110754
1595297100,25430.0391,25437.7109,25424.9805,25430.1602,53096988
1595297160,25458.5996,25459.1699,25429.5000,25432.8301,60945664
1595297220,25461.7695,25461.7695,25451.0996,25458.7305,41612402
1595297280,25471.6895,25474.7598,25458.5801,25458.5801,52441031
1595297340,25478.8906,25478.8906,25470.4004,25471.0508,65839156
1595297400,25483.4805,25487.1406,25473.6699,25473.6699,50637523
1595297460,25491.4492,25491.4609,25479.2402,25481.4492,47141027
1595297520,25496.2793,25496.2793,25484.0996,25490.2598,47143441
1595297580,25514.2598,25516.1504,25493.9609,25495.7695,52038691
1595297640,25502.3203,25517.3008,25502.3203,25506.4492,61084945
1595297700,25506.1992,25506.4199,25493.6895,25506.4004,48750641
1595297760,25514.3203,25514.5508,25497.5801,25506.1992,74614078
1595297820,25518.6699,25526.2402,25507.4902,25512.4492,39773590
1595297880,25516.1504,25518.2305,25510.8301,25516.4492,43465160
1595297940,25498.4395,25519.6699,25492.9199,25514.7793,46641676
1595298000,25497.4297,25501.2109,25489.2598,25495.2891,42469176
1595298060,25500.5605,25505.6406,25492.5195,25497.2109,82062852
1595298120,25498.2598,25507.1504,25496.3008,25497.0508,49603879
1595298180,25477.9609,25499.1797,25477.9102,25497.3691,66036891
1595298240,25467.7207,25478.0605,25467.7207,25477.7891,77640844
1595298300,25467.1797,25474.9004,25466.2598,25472.7891,58121508
1595298360,25467.0391,25474.6406,25461.6895,25466.5000,43410656
1595298420,25456.4004,25468.6191,25455.7891,25468.6191,60772766
1595298480,25448.0996,25455.6602,25444.5898,25453.9902,54590012
1595298540,25440.7109,25451.3496,25433.7109,25451.3496,50874934
1595298600,25443.6895,25449.5508,25440.0098,25440.5703,55069582
1595298660,25473.6602,25478.8008,25443.2109,25443.2109,58469016
1595298720,25469.9805,25484.1094,25469.9805,25473.2500,44235176
1595298780,25466.6309,25475.6406,25464.6309,25473.3496,48887523
