time,close,high,low,open,volume
1594863060,25563.3105,25566.1992,25544.3105,25549.4004,758637688
1594863120,25504.0898,25569.2207,25504.0898,25569.2207,100442797
1594863180,25477.1797,25508.8809,25475.5391,25508.8809,77112406
1594863240,25485.3594,25503.0996,25461.0801,25480.1699,117381719
1594863300,25495.2891,25505.8594,25481.9199,25490.4707,92476609
1594863360,25472.1992,25493.1699,25472.1992,25492.4805,82091484
1594863420,25515.4199,25518.3594,25460.5000,25467.4102,98622016
1594863480,25479.0293,25513.4902,25478.0898,25513.4902,72887805
1594863540,25504.0605,25504.5000,25469.0996,25475.7891,81953047
1594863600,25491.0098,25507.8008,25481.0996,25504.0000,67756445
1594863660,25538.6895,25542.4492,25495.8105,25495.8105,75717922
1594863720,25547.9492,25566.2402,25537.0098,25539.0605,83910563
1594863780,25560.3594,25560.3594,25539.4492,25547.3906,75045141
1594863840,25550.6992,25562.6309,25545.0801,25559.8691,60428594
1594863900,25562.0801,25570.8398,25547.7207,25550.0508,78649211
1594863960,25569.7305,25573.6406,25559.1797,25562.5293,69240570
1594864020,25570.6191,25576.4902,25554.3398,25571.0605,73611945
1594864080,25549.9609,25574.2109,25545.9004,25569.9805,59706840
1594864140,25546.3809,25560.3301,25541.6094,25549.1699,61592668
1594864200,25553.0996,25565.7305,25550.0293,25552.8691,47718422
1594864260,25524.9707,25550.3691,25524.4492,25547.2109,67821555
1594864320,25530.0098,25531.1406,25516.5000,25524.6309,83822945
1594864380,25484.6191,25530.1094,25479.7793,25530.1094,62423000
1594864440,25457.6309,25486.1309,25457.6309,25486.1309,52779180
1594864500,25451.6094,25461.2598,25448.3496,25457.9902,98803750
1594864560,25436.0898,25452.1191,25436.0898,25451.5293,81312703
1594864620,25428.0703,25442.3809,25428.0703,25435.1699,66056859
1594864680,25450.6094,25450.6094,25420.3008,25427.6699,54290609
1594864740,25445.1602,25453.8301,25439.5898,25446.9004,41608988
1594864800,25446.4395,25452.5703,25441.4707,25445.2598,52881926
1594864860,25490.9395,25522.0195,25445.9902,25445.9902,88311891
1594864920,25475.0898,25490.3301,25471.7109,25489.8691,66525719
1594864980,25426.5801,25477.6094,25421.8203,25477.3594,112371547
1594865040,25426.8398,25438.7598,25422.2891,25426.1895,43738422
1594865100,25425.6895,25433.2695,25417.5000,25424.9395,50840750
1594865160,25441.1406,25454.5703,25424.2305,25430.6504,53550344
1594865220,25426.8906,25448.4805,25418.8809,25441.1406,64483047
1594865280,25417.0293,25433.0293,25414.9492,25428.7598,55375527
1594865340,25385.6797,25412.3398,25385.6797,25412.3398,75036398
1594865400,25374.1602,25403.4609,25374.1602,25387.0703,63730117
1594865460,25354.7109,25379.4492,25354.7109,25379.1602,69661156
1594865520,25366.8008,25366.8008,25349.7695,25353.4707,84070211
1594865580,25372.6895,25372.6895,25343.8906,25359.1602,93703563
